桜色,さくらいろ,#FEF4F4,254,244,244,0
白磁,はくじ,#F8FBF8,248,251,248,0
卯の花色,うのはないろ,#F7FCFE,247,252,254,0
生成,きなり,#FBFAF5,251,250,245,0
真珠色,しんじゅいろ,#FFFFF1,255,255,241,0
亜鉛華,あえんか,#F6FBF6,246,251,246,0
薄桜,うすざくら,#FDEFF2,253,239,242,0
乳白色,にゅうはくしょく,#F3F3F3,243,243,243,0
白練,しろねり,#F3F3F2,243,243,242,0
月白,げっぱく,#EAF4FC,234,244,252,0
象牙色,ぞうげいろ,#F8F4E6,248,244,230,0
藍白,あいじろ,#EBF6F7,235,246,247,0
白菫色,しろすみれいろ,#EAEDF7,234,237,247,0
雪色,せっしょく,#E9EEF3,233,238,243,0
白花色,しらはないろ,#E8ECEF,232,236,239,0
浅支子・浅梔子,うす・あさくちなし,#EBF3DC,235,243,220,0
白百合色,しらゆりいろ,#DEF3DE,222,243,222,0
紫水晶,むらさきすいしょう,#E7E7EB,231,231,235,0
白梅,しらうめいろ,#EFE0E8,239,224,232,0
素色,そしょく,#EAE5E3,234,229,227,0
白土,しらつち,#E6EAE3,230,234,227,0
白梅鼠,しらうめねず,#E5E4E6,229,228,230,0
素色,しろいろ・もといろ・そしょく,#EDE9D8,237,233,216,0
桜鼠,さくらねず,#E9DFE5,233,223,229,0
乙女色,おとめいろ,#F3CCCC,243,204,204,0
翁茶,おきなちゃ,#E7DCD3,231,220,211,0
練色,ねりいろ,#EDE4CD,237,228,205,0
灰白色,かいはくしょく,#E9E4D4,233,228,212,0
雲井鼠・雲居鼠,くもいねず,#DADFE0,218,223,224,0
灰桜,はいざくら,#E8D3D1,232,211,209,0
白鼠,しろねず,#DCDDDD,220,221,221,0
白藤色,しらふじいろ,#DBD0E6,219,208,230,0
鴇鼠,ときねず,#E4D2D8,228,210,216,0
絹鼠,きぬねず,#DDDCD6,221,220,214,0
白緑,びゃくろく,#D6E9CA,214,233,202,0
蕎麦切色,そばきりいろ,#D4DCD6,212,220,214,0
薄雲鼠,うすくもねず,#D4DCDA,212,220,218,0
淡紅藤,あわべにふじ,#E6CDE3,230,205,227,0
薄梅鼠,うめねず,#DCD6D9,220,214,217,0
灰梅,はいうめ,#E8D3C7,232,211,199,0
白藍,しらあい,#C1E4E9,193,228,233,0
暁鼠,あかつきねず,#D3CFD9,211,207,217,0
牡丹鼠,ぼたんねず,#D3CCD6,211,204,214,0
枯野色,かれのいろ,#D3CBC6,211,203,198,0
小町鼠,こまちねず,#CBCDCD,203,205,205,0
藤色,ふじいろ,#BBBCDE,187,188,222,0
千草鼠,ちぐさねず,#BED3CA,190,211,202,0
柳鼠,やなぎねず,#C8D5BB,200,213,187,0
葡萄色,ぶどういろ,#BED2C3,190,210,195,0
銀灰色,ぎんかいしょく,#C5C5C7,197,197,199,0
灰青,はいあお,#C0C6C9,192,198,201,0
霞色,かすみいろ,#C8C2C6,200,194,198,0
潤色,うるみいろ,#C8C2BE,200,194,190,0
錫色,すずいろ,#B5C0C9,181,192,201,0
錆青磁,さびせいじ,#A6C8B2,166,200,178,0
藤鼠,ふじねず,#A6A5C4,166,165,196,0
浅紫,うすむらさき・あさむらさき,#C4A3BF,196,163,191,0
銀鼠,ぎんねず,#AFAFB0,175,175,176,0
薄鈍,うすにび,#ADADAD,173,173,173,0
利休白茶,りきゅうしらちゃ,#B3ADA0,179,173,160,0
薄墨色・淡墨色,うすずみいろ,#A3A3A2,163,163,162,0
薄色,うすいろ,#A89DAC,168,157,172,0
銀色,ぎんいろ,#A0A0A0,160,160,160,0
素鼠,すねず,#9FA0A0,159,160,160,0
浅葱鼠,あさぎねず,#97ABAC,151,171,172,0
錫紵,しゃくじょ,#9EA1A3,158,161,163,0
茶鼠,ちゃねず,#A99E93,169,158,147,0
青白橡,あおしろつるばみ,#9BA88D,155,168,141,0
深川鼠,ふかがわねずみ,#97A791,151,167,145,0
青袋鼠,せいたいねず,#929FA7,146,159,167,0
空色鼠,そらいろねず,#8E9AAB,142,154,171,0
薄鼠,うすねず,#9790A4,151,144,164,0
御所生壁,ごしょなまかべ,#9792A0,151,146,160,0
今鶴羽,いまつるは,#9D92A0,157,146,160,0
桔梗鼠,ききょうねず,#95949A,149,148,154,0
鳩羽鼠,はとばねず,#9E8B8E,158,139,142,0
鼠,ねずみ,#949495,148,148,149,0
豆がら茶,まめがらちゃ,#8B968D,139,150,141,0
灰紫,はいむらさき,#90879A,144,135,154,0
鳩羽色,はとばいろ,#95859C,149,133,156,0
壁鼠,かべねず,#9D8682,157,134,130,0
雉鳩色,きじばといろ,#988F86,152,143,134,0
利休鼠,りきゅうねずみ,#888E7E,136,142,126,0
京極生壁,きょうごくなまかべ,#888084,136,128,132,0
煤色,すすいろ,#887F7A,136,127,122,0
灰色,はいいろ,#7D7D7D,125,125,125,0
鉛色,なまりいろ・あおがね,#7B7C7D,123,124,125,0
灰汁鼠,あくねず,#836D6D,131,109,109,0
鈍色,にびいろ,#727171,114,113,113,0
山鳩色,やまばといろ,#767C6B,118,124,107,0
青鈍,あおにび,#6B7B6E,107,123,110,0
御召鼠,おめしねず,#776F76,119,111,118,0
茶気鼠,ちゃけねず,#746B6B,116,107,107,0
?鼠色,むささびいろ,#7C6C66,124,108,102,0
浮草鼠,うきくさねず,#716F68,113,111,104,0
御召茶,おめしちや,#787661,120,118,97,0
紫鼠,むらさきねず,#71686C,113,104,108,0
貴族鼠,きぞくねず,#5D5D74,93,93,116,0
葡萄鼠,ぶどうねずみ,#705B67,112,91,103,0
滅色,けしいろ,#725B63,114,91,99,0
岩井茶,いわいちゃ,#6B6F59,107,111,89,0
比金襖,ひこんのう,#5F7058,95,112,88,0
沈香茶・殿茶,とのちゃ,#526F55,82,111,85,0
中鼠,なかねず,#57696D,87,105,109,0
軍勝鼠,ぐんかつねず,#57645A,87,100,90,0
柳煤竹,やなぎすすだけ,#5B6356,91,99,86,0
墨染,すみぞめ,#595857,89,88,87,0
勝軍色,かつぐんいろ,#5B634E,91,99,78,0
丼鼠,どぶねずみ,#595455,89,84,85,0
猟虎色,らっこいろ,#635C48,99,92,72,0
褐色,かちいろ,#4D4C61,77,76,97,0
藤煤竹,ふじすすだけ,#5A5359,90,83,89,0
濃色,こきいろ,#634950,99,73,80,0
柳煤竹茶,やなぎすすだけちゃ,#635B44,99,91,68,0
鉄御納戸,てつおなんど,#455765,69,87,101,0
江戸納戸,えどなんど,#61485B,97,72,91,0
海松茶,みるちゃ,#5A544B,90,84,75,0
藍海松茶,あいみるちゃ,#56564B,86,86,75,0
錆鉄御納戸,さびてつおなんど,#485859,72,88,89,0
錆鼠,さびねず,#47585C,71,88,92,0
濃鼠,こいねず,#4F455C,79,69,92,0
消炭色,けしずみいろ,#524E4D,82,78,77,0
藍媚茶,あいこびちゃ,#555647,85,86,71,0
革色,かわいろ,#475950,71,89,80,0
紫鳶・紫飛,むらさきとび,#5F414B,95,65,75,0
紅消鼠,べにけしねず,#524748,82,71,72,0
黒橡,くろつるばみ,#544A47,84,74,71,0
鉄鼠,てつねず,#3E5C54,62,92,84,0
滅紫,けしむらさき,#594255,89,66,85,0
軍勝色,ぐんかついろ,#415546,65,85,70,0
虫襖・虫青,むしあお,#3A5B52,58,91,82,0
藍墨茶・相済茶,あいすみちゃ,#474A4D,71,74,77,0
藍生壁,あいなまかべ,#454550,69,69,80,0
涅色,くりいろ,#554738,85,71,56,0
仙斎茶,せんさいちゃ,#474B42,71,75,66,0
藍摺,あいずり,#3C5245,60,82,69,0
深紫,こきむらさき・ふかむらさき,#493759,73,55,89,0
千歳茶,せんさいちゃ,#494A41,73,74,65,0
湊煤竹,みなとすすだけ,#3F4D41,63,77,65,0
青褐・藍褐,あおかち・あいかち,#393E4F,57,62,79,0
黝色,ゆうしょく,#404048,64,64,72,0
似紫,にせむらさき,#513743,81,55,67,0
憲法色,けんぽういろ,#543F32,84,63,50,0
薩摩御納戸,さつまおなんど,#3E4346,62,67,70,0
藍鉄,あいてつ,#393F4C,57,63,76,0
濃鼠,こいねず・こねず,#3F3F3F,63,63,63,0
檳椰子染,びんろうじぞめ,#433D3C,67,61,60,0
蜥蜴色,とかげいろ,#384D31,56,77,49,0
納戸鼠,なんどねず,#354D4B,53,77,75,0
青茶,あおちゃ,#4B4B31,75,75,49,0
橡鼠,つるばみねず,#49492B,73,73,43,0
藍銀煤竹,あいぎんすすだけ,#37413D,55,65,61,0
羊羹色,ようかんいろ,#383C3C,56,60,60,0
藍御納戸,あいおなんど,#2D3446,45,52,70,0
黒鳶,くろとび,#432F2F,67,47,47,0
鋼色,はがねいろ,#2A443D,42,68,61,0
藍色鳩羽,あいいろはとば,#492741,73,39,65,0
赤墨,あかすみ,#3F312B,63,49,43,0
利休生壁,りきゅうなまかべ,#333631,51,54,49,0
褐返,かちがえし,#203744,32,55,68,0
松葉鼠,まつばねず,#2E382A,46,56,42,0
黒鼠,くろねず,#2D2D2D,45,45,45,0
黒紅,くろべに,#302833,48,40,51,0
蝋色,ろういろ,#2B2B2B,43,43,43,0
青墨,あおずみ,#28282E,40,40,46,0
紫黒,しこく,#2E2930,46,41,48,0
百入茶・百塩茶,ももしおちゃ,#1F3134,31,49,52,0
羅紗染色,らしゃぞめいろ,#2D252D,45,37,45,0
紫烏色,しうしょく,#2A2223,42,34,35,0
醤色,ひしおいろ,#331818,51,24,24,0
脂色,やにいろ,#351916,53,25,22,0
御納戸茶,おなんどちゃ,#183335,24,51,53,0
茄子紺,なすこん,#331936,51,25,54,0
具墨,ぐすみ,#252424,37,36,36,0
消炭黒,けしずみくろ,#252020,37,32,32,0
茶微塵茶,ちゃみじんちゃ,#29221D,41,34,29,0
榛摺,はりずり,#2E2713,46,39,19,0
檳椰子黒,びんろうじくろ,#20231F,32,35,31,0
鉄黒,てつぐろ,#281A14,40,26,20,0
濃墨,こずみ,#1F1F19,31,31,25,0
吾亦香,われもこう,#251219,37,18,25,0
皀色・?色,くりいろ,#1A1A19,26,26,25,0
天鵞絨,びろうど,#0D270D,13,39,13,0
椋実色,むくのみいろ,#1E1222,30,18,34,0
暗褐色,あんかっしょく,#270809,39,8,9,0
憲法黒茶,けんぽうくろちゃ,#241A08,36,26,8,0
墨,すみ,#171917,23,25,23,0
極焦茶,ごくこげちゃ,#171310,23,19,16,0
黒檀,こくたん,#250D00,37,13,0,0
五倍子鉄漿色,ふしかねいろ,#16160E,22,22,14,0
烏羽色,からすばいろ,#180614,24,6,20,0
黒羽色,くろはいろ,#0D0D0D,13,13,13,0
黒柿色,くろがきいろ,#15050A,21,5,10,0
漆黒,しっこく,#0D0015,13,0,21,0
烏の濡羽色,からすのぬればいろ,#12020E,18,2,14,0
濡羽色,ぬればいろ,#000B00,0,11,0,0
